date,site_id,units_produced,downtime_minutes,power_kwh,rework_units,defects_ppm,staff_count,material_cost_per_unit,price_per_unit,temperature_c,rainfall_mm,holiday_flag
2025-01-01,S1,1207,73,4198,32,459,55,72.16,95.89,20.9,0.0,0
2025-01-02,S1,1179,56,3715,26,575,52,71.95,96.15,22.0,0.0,0
2025-01-03,S1,1155,28,4017,27,463,53,71.87,96.25,23.9,0.0,0
2025-01-04,S1,1041,71,3660,15,415,54,71.64,95.76,24.0,0.0,0
2025-01-05,S1,1067,55,3422,23,420,55,71.93,96.1,21.1,0.0,0
2025-01-06,S1,1171,62,3833,30,556,53,72.04,96.01,23.0,0.0,0
2025-01-07,S1,1171,50,3844,24,523,54,71.94,96.33,22.9,0.0,0
2025-01-08,S1,1197,44,3877,17,380,55,71.68,95.99,22.6,0.0,0
2025-01-09,S1,1302,280,6371,19,592,54,71.85,96.32,22.8,0.0,0
2025-01-10,S1,1312,58,4679,26,417,50,71.54,96.01,23.3,0.0,0
2025-01-11,S1,1295,74,4353,19,324,53,72.08,96.02,21.0,0.0,0
2025-01-12,S1,1034,56,3109,22,543,51,71.73,96.29,23.9,0.0,0
2025-01-13,S1,1137,43,3875,30,246,52,72.23,96.19,20.1,0.0,0
2025-01-14,S1,1361,66,4423,29,611,55,71.81,95.98,21.7,0.0,0
2025-01-15,S1,1181,17,3883,34,470,54,72.02,95.9,21.5,0.0,0
2025-01-16,S1,1509,71,4804,41,562,54,72.03,96.05,20.6,0.0,0
2025-01-17,S1,1185,10,3935,25,477,52,71.86,96.23,21.9,0.0,0
2025-01-18,S1,1342,26,4093,30,410,54,72.12,96.0,20.4,0.0,0
2025-01-19,S1,1270,48,4222,19,411,55,72.09,96.26,21.6,0.0,0
2025-01-20,S1,1344,68,4202,22,440,56,72.0,95.99,21.3,0.0,0
2025-01-21,S1,1009,45,3443,18,456,53,71.91,96.26,22.6,0.0,0
2025-01-22,S1,1320,46,4398,27,276,54,72.42,96.17,23.0,0.0,0
2025-01-23,S1,1319,49,4526,25,542,54,72.12,96.02,22.8,0.0,0
2025-01-24,S1,1167,57,3959,27,460,53,71.84,96.09,21.3,0.0,0
2025-01-25,S1,1346,15,4360,23,566,52,71.63,96.08,22.6,0.0,0
2025-01-26,S1,912,37,3186,26,466,51,72.14,95.95,20.5,0.0,0
2025-01-27,S1,1430,43,4729,27,407,54,71.82,96.29,24.3,0.0,0
2025-01-28,S1,1278,37,4287,33,426,54,71.8,96.2,21.8,0.0,0
2025-01-29,S1,1286,42,4110,30,311,52,71.88,96.13,21.2,0.0,0
2025-01-30,S1,1176,56,3720,21,453,54,71.96,95.94,20.4,0.0,0
2025-01-31,S1,1192,63,3839,26,565,54,71.99,96.25,21.4,0.0,0
2025-02-01,S1,1190,63,4002,25,664,54,72.23,95.77,23.7,0.0,0
2025-02-02,S1,968,53,3215,21,210,53,72.04,96.17,21.2,0.0,0
2025-02-03,S1,1083,50,3682,20,509,52,72.01,96.32,21.2,0.0,0
2025-02-04,S1,1151,56,3513,33,478,52,72.11,96.37,22.4,0.0,0
2025-02-05,S1,1319,53,4426,33,497,53,71.77,96.07,23.9,0.0,0
2025-02-06,S1,1252,67,4233,31,525,55,72.38,96.13,21.0,0.0,0
2025-02-07,S1,0,0,0,0,0,0,0.0,0.0,22.4,0.0,1
2025-02-08,S1,1073,48,3522,15,505,55,72.13,95.86,20.6,0.0,0
2025-02-09,S1,0,0,0,0,0,0,0.0,0.0,21.2,0.0,1
2025-02-10,S1,1323,41,4238,37,469,53,72.24,96.07,21.6,0.0,0
2025-02-11,S1,1584,33,5187,44,448,58,71.95,96.4,20.7,0.0,0
2025-02-12,S1,1495,21,4626,30,429,58,72.0,96.08,20.0,0.0,0
2025-02-13,S1,1122,233,5398,32,498,52,72.59,96.1,23.1,0.0,0
2025-02-14,S1,1221,61,4297,27,374,53,72.6,96.11,23.1,0.0,0
2025-02-15,S1,1121,51,3635,26,529,51,72.22,96.1,20.7,0.0,0
2025-02-16,S1,1023,62,3481,30,464,52,71.95,95.8,21.7,0.0,0
2025-02-17,S1,1206,15,3817,21,326,55,72.18,96.22,22.4,0.0,0
2025-02-18,S1,1135,60,3562,14,468,54,72.17,96.31,20.2,0.0,0
2025-02-19,S1,1300,77,4421,33,477,53,71.84,96.06,20.6,0.1,0
2025-02-20,S1,1318,61,4350,28,419,54,72.19,96.22,21.2,0.0,0
2025-02-21,S1,1332,59,4415,34,675,57,72.85,96.36,22.7,0.0,0
2025-02-22,S1,1100,70,3475,14,309,51,72.34,96.14,21.6,0.0,0
2025-02-23,S1,1050,22,3257,25,449,52,72.33,96.32,21.8,0.0,0
2025-02-24,S1,1238,77,4125,23,448,55,72.49,96.27,21.9,3.1,0
2025-02-25,S1,1419,23,4877,38,514,55,72.2,96.29,23.5,0.0,0
2025-02-26,S1,1283,39,4158,37,184,53,72.2,96.39,21.4,0.0,0
2025-02-27,S1,1114,45,3786,28,354,53,72.7,96.42,22.8,0.0,0
2025-02-28,S1,1371,76,4690,25,545,55,72.25,96.05,20.5,0.0,0
2025-03-01,S1,1344,75,4692,21,441,53,72.86,96.39,22.7,0.0,0
2025-03-02,S1,993,57,3199,14,509,53,72.01,96.36,24.7,0.0,0
2025-03-03,S1,0,0,0,0,0,0,0.0,0.0,23.3,0.0,1
2025-03-04,S1,1226,66,4225,23,587,55,72.3,96.44,23.0,0.8,0
2025-03-05,S1,0,0,0,0,0,0,0.0,0.0,24.1,0.0,1
2025-03-06,S1,1182,90,4225,27,532,55,72.24,96.35,24.3,0.0,0
2025-03-07,S1,1370,243,6287,32,666,54,72.52,96.18,24.6,0.0,0
2025-03-08,S1,1137,299,6163,29,500,52,72.12,96.03,23.6,0.0,0
2025-03-09,S1,0,0,0,0,0,0,0.0,0.0,21.5,0.0,1
2025-03-10,S1,1241,68,4109,29,464,54,72.69,96.5,23.9,0.0,0
2025-03-11,S1,1256,55,4245,26,316,51,72.19,96.17,25.1,0.0,0
2025-03-12,S1,1462,67,4691,29,558,57,72.51,96.01,21.5,0.0,0
2025-03-13,S1,1271,55,4215,23,585,56,72.38,95.98,23.7,0.0,0
2025-03-14,S1,1241,38,3926,27,359,55,72.39,96.03,22.1,0.0,0
2025-03-15,S1,1237,56,4017,23,549,54,72.54,96.28,23.5,0.0,0
2025-03-16,S1,1053,44,3469,21,330,52,72.38,96.15,23.6,0.0,0
2025-03-17,S1,1317,44,4431,28,443,55,72.35,96.17,23.6,0.0,0
2025-03-18,S1,0,0,0,0,0,0,0.0,0.0,22.8,0.0,1
2025-03-19,S1,1090,66,3793,19,363,54,72.8,96.36,23.6,0.0,0
2025-03-20,S1,1313,63,4505,39,549,56,72.73,96.2,24.7,0.0,0
2025-03-21,S1,1041,65,3503,26,593,52,72.47,96.46,26.3,0.0,0
2025-03-22,S1,1164,42,3931,24,349,52,71.82,96.17,25.0,1.1,0
2025-03-23,S1,1097,39,3523,29,420,53,72.45,96.11,26.0,0.0,0
2025-03-24,S1,1154,88,3988,35,454,56,72.19,96.41,23.3,0.0,0
2025-03-25,S1,1169,58,3881,30,386,55,72.15,96.67,25.3,0.0,0
2025-03-26,S1,1357,75,4950,32,420,55,72.36,96.24,25.1,0.0,0
2025-03-27,S1,1261,88,4594,24,630,52,72.12,96.4,27.5,0.0,0
2025-03-28,S1,1417,28,4608,30,429,55,71.97,96.51,24.3,0.0,0
2025-03-29,S1,0,0,0,0,0,0,0.0,0.0,25.8,0.0,1
2025-03-30,S1,1141,74,3756,19,436,56,72.2,96.19,24.0,0.0,0
2025-03-31,S1,1345,67,4686,25,628,56,72.23,96.27,25.5,0.0,0
2025-04-01,S1,1460,37,4865,33,467,56,72.84,96.31,26.9,0.0,0
2025-04-02,S1,0,0,0,0,0,0,0.0,0.0,25.4,0.0,1
2025-04-03,S1,1300,35,4468,34,536,54,72.7,96.54,26.9,0.0,0
2025-04-04,S1,1185,51,4053,25,370,51,72.4,96.16,25.2,0.0,0
2025-04-05,S1,1023,25,3507,15,350,53,72.64,96.37,24.7,0.0,0
2025-04-06,S1,939,39,3122,18,441,52,72.63,96.36,25.8,0.0,0
2025-04-07,S1,1463,80,4972,35,438,54,72.47,96.37,26.9,0.0,0
2025-04-08,S1,1325,57,4447,27,451,57,72.52,96.25,26.2,0.0,0
2025-04-09,S1,1264,66,4341,35,384,54,72.64,96.45,27.3,0.0,0
2025-04-10,S1,1224,48,3893,27,557,55,72.23,96.29,24.2,0.0,0
2025-04-11,S1,1295,52,4248,22,364,57,72.41,96.71,25.9,0.0,0
2025-04-12,S1,1319,53,4364,28,459,55,72.61,96.24,25.8,0.0,0
2025-04-13,S1,1059,50,3675,28,381,53,72.21,96.38,28.7,0.0,0
2025-04-14,S1,1466,43,4951,38,430,57,72.23,96.45,26.8,0.0,0
2025-04-15,S1,1320,61,4258,25,415,59,72.68,96.48,25.9,0.0,0
2025-04-16,S1,1257,58,4127,37,541,53,72.65,96.5,28.3,0.0,0
2025-04-17,S1,1211,258,5988,35,551,53,72.59,96.65,26.3,0.0,0
