date,site_id,units_produced,downtime_minutes,power_kwh,rework_units,defects_ppm,staff_count,material_cost_per_unit,price_per_unit,temperature_c,rainfall_mm,holiday_flag
2025-01-01,S1,1307,50,4398,28,438,54,72.08,95.83,21.8,0.0,0
2025-01-02,S1,1310,49,4294,23,300,54,71.67,95.99,20.5,0.0,0
2025-01-03,S1,1246,293,6410,16,561,54,72.27,95.97,21.9,0.0,0
2025-01-04,S1,1312,62,4243,32,459,54,72.0,96.1,22.4,0.0,0
2025-01-05,S1,979,56,3117,27,418,49,72.33,95.75,23.4,0.0,0
2025-01-06,S1,1177,44,3798,15,332,54,72.07,96.16,22.6,0.0,0
2025-01-07,S1,1248,67,4088,38,533,51,72.21,95.95,22.0,0.0,0
2025-01-08,S1,1150,52,4143,26,518,53,72.0,96.12,22.2,0.7,0
2025-01-09,S1,1094,40,3699,23,538,55,72.01,96.16,20.8,0.0,0
2025-01-10,S1,0,0,0,0,0,0,0.0,0.0,20.6,0.0,1
2025-01-11,S1,1264,189,5834,23,254,55,71.72,96.15,23.3,0.0,0
2025-01-12,S1,1091,60,3435,24,430,51,72.16,96.17,22.3,0.0,0
2025-01-13,S1,1221,67,4272,34,348,56,72.12,96.36,24.2,0.0,0
2025-01-14,S1,0,0,0,0,0,0,0.0,0.0,22.4,0.0,1
2025-01-15,S1,1215,64,4340,20,279,55,72.15,96.36,23.5,0.0,0
2025-01-16,S1,1260,62,4371,34,406,53,72.07,96.12,21.5,0.0,0
2025-01-17,S1,1420,55,4931,41,408,55,71.85,96.22,23.3,0.0,0
2025-01-18,S1,1193,78,4356,35,512,52,72.39,96.56,23.7,0.0,0
2025-01-19,S1,853,57,2830,14,517,52,72.13,96.21,23.5,0.0,0
2025-01-20,S1,1088,29,3795,24,465,54,72.67,96.28,23.3,0.0,0
2025-01-21,S1,1162,48,3885,28,478,55,72.53,96.25,20.3,0.0,0
2025-01-22,S1,1317,60,4309,36,441,54,72.02,96.43,20.8,0.0,0
2025-01-23,S1,1194,173,4970,25,434,54,72.08,96.33,22.6,4.6,0
2025-01-24,S1,1117,41,3682,28,366,53,72.04,96.44,21.7,1.6,0
2025-01-25,S1,1193,58,3870,28,476,53,71.9,96.36,22.1,0.0,0
2025-01-26,S1,1150,43,3705,21,389,50,72.29,96.71,21.9,1.7,0
2025-01-27,S1,1056,37,3559,17,588,52,71.78,96.23,21.3,0.0,0
2025-01-28,S1,1383,66,4748,24,537,56,72.21,96.46,21.5,0.0,0
2025-01-29,S1,1324,40,4504,23,327,57,72.67,96.63,25.3,0.0,0
2025-01-30,S1,1204,88,4473,22,590,53,72.44,96.5,20.8,0.0,0
2025-01-31,S1,1452,61,4658,39,421,55,72.21,96.46,21.0,0.0,0
2025-02-01,S1,1230,44,3759,30,526,55,72.01,96.54,23.6,0.0,0
2025-02-02,S1,1111,52,3664,19,338,54,72.25,96.71,21.4,0.5,0
2025-02-03,S1,1475,226,6664,30,303,60,71.83,96.61,22.0,0.0,0
2025-02-04,S1,1385,75,4859,33,303,54,72.11,96.85,21.7,0.0,0
2025-02-05,S1,1297,21,4507,31,374,55,72.26,97.01,21.8,0.0,0
2025-02-06,S1,1217,87,4314,31,514,52,72.63,96.76,22.0,0.0,0
2025-02-07,S1,1258,66,4172,18,565,56,72.56,96.72,25.2,1.1,0
2025-02-08,S1,1149,45,3983,24,351,51,72.22,96.62,21.0,0.0,0
2025-02-09,S1,997,23,3351,22,472,51,72.35,96.63,20.1,0.0,0
2025-02-10,S1,0,0,0,0,0,0,0.0,0.0,19.7,0.0,1
2025-02-11,S1,1285,29,4264,25,358,56,72.6,96.72,22.0,0.0,0
2025-02-12,S1,1387,244,6341,38,425,54,72.09,96.91,22.6,0.0,0
2025-02-13,S1,1312,58,4558,24,523,56,72.59,96.73,22.8,0.0,0
2025-02-14,S1,1397,49,4828,40,455,57,72.08,97.29,22.5,0.0,0
2025-02-15,S1,1241,66,3963,23,401,52,72.32,96.7,21.2,0.0,0
2025-02-16,S1,1008,38,3418,17,425,55,72.46,96.94,22.1,0.0,0
2025-02-17,S1,1241,82,4398,32,497,55,73.08,96.89,23.1,0.0,0
2025-02-18,S1,1236,28,4010,38,505,56,72.53,96.86,20.8,0.0,0
2025-02-19,S1,1183,34,4070,21,326,54,72.15,97.01,22.2,0.0,0
2025-02-20,S1,1048,83,3588,28,554,53,72.18,97.08,24.3,2.5,0
2025-02-21,S1,1175,68,4036,35,412,54,72.41,96.8,22.4,0.0,0
2025-02-22,S1,1270,100,4771,29,405,53,72.58,97.15,22.3,0.0,0
2025-02-23,S1,1108,42,3829,24,489,52,72.35,96.78,24.7,0.0,0
2025-02-24,S1,1318,61,4235,39,515,56,72.77,96.95,21.0,0.0,0
2025-02-25,S1,1218,71,4184,22,380,54,72.32,97.13,21.7,0.0,0
2025-02-26,S1,1320,77,4535,37,229,55,72.2,96.98,23.2,0.6,0
2025-02-27,S1,1146,60,3764,19,457,51,72.34,96.91,23.6,0.0,0
2025-02-28,S1,1147,81,4057,23,284,54,72.48,97.0,24.4,0.0,0
2025-03-01,S1,1126,266,5829,28,576,53,72.3,96.68,21.6,0.0,0
2025-03-02,S1,977,42,3314,22,408,50,72.6,97.32,22.6,0.0,0
2025-03-03,S1,1252,83,4525,25,621,54,72.75,96.99,24.1,0.0,0
2025-03-04,S1,1159,75,3867,20,439,54,72.28,97.17,23.3,0.0,0
2025-03-05,S1,1426,73,4901,29,620,56,72.81,96.93,22.4,0.0,0
2025-03-06,S1,1179,67,3782,31,483,53,72.68,96.95,24.1,1.6,0
2025-03-07,S1,1226,52,4105,29,380,54,72.57,97.04,23.6,0.0,0
2025-03-08,S1,1400,51,4693,40,451,56,72.39,97.26,23.4,0.0,0
2025-03-09,S1,1013,73,3582,26,336,51,73.26,97.1,24.5,0.0,0
2025-03-10,S1,1358,60,4548,37,448,54,72.71,97.28,22.7,0.0,0
2025-03-11,S1,1214,33,4118,23,477,55,72.84,97.51,24.2,0.0,0
2025-03-12,S1,1314,285,6546,28,407,55,72.62,97.41,25.0,0.0,0
2025-03-13,S1,0,0,0,0,0,0,0.0,0.0,23.5,0.0,1
2025-03-14,S1,0,0,0,0,0,0,0.0,0.0,24.0,0.0,1
2025-03-15,S1,1083,103,4363,17,496,52,72.84,97.31,23.2,0.0,0
2025-03-16,S1,1039,37,3527,20,495,50,72.82,97.52,22.6,0.0,0
2025-03-17,S1,1429,53,4822,22,567,56,72.73,97.54,25.3,0.0,0
2025-03-18,S1,1322,47,4495,22,348,56,73.06,97.54,23.1,0.0,0
2025-03-19,S1,1344,46,4450,31,503,53,72.89,97.19,22.6,0.0,0
2025-03-20,S1,1305,43,4361,26,279,54,72.41,97.43,25.1,1.4,0
2025-03-21,S1,1211,309,6621,22,612,53,72.32,97.67,23.6,0.0,0
2025-03-22,S1,1306,53,4386,28,516,55,72.38,97.21,25.2,0.0,0
2025-03-23,S1,0,0,0,0,0,0,0.0,0.0,23.9,0.0,1
2025-03-24,S1,1400,66,4724,28,426,54,72.53,97.46,25.0,0.0,0
2025-03-25,S1,1265,71,4298,35,432,55,72.96,97.66,26.1,0.0,0
2025-03-26,S1,1260,70,4336,37,502,54,72.85,97.47,25.0,0.0,0
2025-03-27,S1,1209,29,4136,28,522,55,73.11,97.54,26.3,5.9,0
2025-03-28,S1,1548,67,5359,33,573,58,72.72,97.67,23.4,0.0,0
2025-03-29,S1,1270,31,4401,21,503,51,72.84,97.65,24.2,0.0,0
2025-03-30,S1,1013,35,3519,25,602,52,72.79,97.44,25.4,0.0,0
2025-03-31,S1,1426,75,5113,31,366,55,72.94,97.67,25.9,0.0,0
2025-04-01,S1,1327,66,4646,23,533,56,72.87,97.46,24.8,0.0,0
2025-04-02,S1,1307,203,5926,21,620,54,72.84,97.68,25.9,0.0,0
2025-04-03,S1,1277,47,4113,24,347,54,72.86,97.69,25.3,0.0,0
2025-04-04,S1,1250,57,4278,23,465,51,72.8,97.81,25.7,0.9,0
2025-04-05,S1,1252,15,4123,28,566,55,73.05,97.65,26.4,0.0,0
2025-04-06,S1,0,0,0,0,0,0,0.0,0.0,24.9,0.0,1
2025-04-07,S1,1212,53,4303,28,420,50,72.52,97.81,27.9,0.0,0
2025-04-08,S1,1101,66,3785,35,450,53,72.7,97.73,25.4,0.0,0
2025-04-09,S1,1383,33,4733,36,599,57,73.03,97.6,26.1,0.0,0
2025-04-10,S1,1217,61,4117,27,464,52,72.63,98.08,25.8,2.1,0
2025-04-11,S1,1422,59,5019,25,396,57,72.71,97.91,27.4,0.0,0
2025-04-12,S1,1251,37,4181,23,465,56,72.94,97.67,26.8,0.0,0
2025-04-13,S1,1120,51,3961,30,521,54,73.01,97.92,25.6,0.0,0
2025-04-14,S1,1256,26,4126,38,579,54,73.0,97.96,25.4,0.0,0
2025-04-15,S1,1182,71,4103,22,498,55,72.85,98.12,26.1,0.0,0
2025-04-16,S1,1458,55,4875,40,426,56,73.3,97.94,27.2,0.0,0
2025-04-17,S1,1302,37,4328,33,443,57,72.88,98.06,28.9,2.1,0
2025-04-18,S1,1239,53,4330,29,514,53,72.59,98.14,27.5,0.0,0
2025-04-19,S1,1109,65,3949,27,437,52,73.12,98.28,24.2,0.0,0
2025-04-20,S1,1273,61,4454,26,526,55,73.02,98.27,27.4,0.0,0
2025-04-21,S1,1396,49,4943,33,315,55,73.13,98.01,28.1,0.0,0
2025-04-22,S1,1366,40,4643,37,402,57,72.76,98.15,25.9,0.0,0
2025-04-23,S1,1420,72,5100,36,355,56,72.88,97.99,29.3,0.0,0
