date,site_id,units_produced,downtime_minutes,power_kwh,rework_units,defects_ppm,staff_count,material_cost_per_unit,price_per_unit,temperature_c,rainfall_mm,holiday_flag
2025-01-01,S1,1169,71,4201,14,404,53,71.97,96.13,20.7,0.0,0
2025-01-02,S1,1120,47,3844,22,382,55,72.28,96.18,20.4,2.8,0
2025-01-03,S1,1239,65,4246,23,566,54,71.92,96.2,20.9,0.0,0
2025-01-04,S1,1139,60,3725,32,674,55,72.31,96.37,22.9,0.0,0
2025-01-05,S1,1165,78,4023,18,559,54,72.16,96.25,22.6,0.0,0
2025-01-06,S1,1313,309,6832,28,500,53,72.27,96.99,21.6,0.0,0
2025-01-07,S1,1198,61,3960,24,498,53,71.87,96.67,20.9,0.0,0
2025-01-08,S1,1439,50,5143,23,351,55,72.73,96.89,22.3,0.0,0
2025-01-09,S1,1319,226,6053,21,607,55,72.38,97.07,23.7,1.2,0
2025-01-10,S1,1230,116,5012,27,441,54,72.1,96.81,22.7,0.0,0
2025-01-11,S1,1208,71,4113,28,477,55,72.51,97.18,20.6,0.0,0
2025-01-12,S1,1026,77,3530,31,471,52,72.32,97.16,24.5,0.0,0
2025-01-13,S1,1127,57,3983,23,395,51,72.45,97.1,22.2,0.0,0
2025-01-14,S1,1218,59,4027,24,586,55,72.73,97.4,21.5,0.0,0
2025-01-15,S1,1393,30,4842,31,495,53,72.51,97.43,22.3,0.0,0
2025-01-16,S1,1278,29,4426,35,582,55,72.99,97.73,23.2,0.0,0
2025-01-17,S1,1119,44,3961,30,530,52,72.41,97.69,22.1,1.7,0
2025-01-18,S1,925,52,3193,10,581,51,72.46,97.98,22.4,0.0,0
2025-01-19,S1,0,0,0,0,0,0,0.0,0.0,21.6,0.0,1
2025-01-20,S1,1209,70,4136,34,329,52,72.57,98.35,19.6,0.0,0
2025-01-21,S1,1426,55,4720,29,488,56,73.22,98.33,21.2,0.0,0
2025-01-22,S1,1413,45,4914,25,454,54,73.2,98.33,22.4,0.0,0
2025-01-23,S1,1310,32,4452,27,456,56,73.39,98.35,20.6,0.0,0
2025-01-24,S1,1559,61,5426,33,593,58,73.4,98.65,22.5,0.0,0
2025-01-25,S1,1219,59,4003,18,483,56,73.24,98.35,21.6,0.0,0
2025-01-26,S1,0,0,0,0,0,0,0.0,0.0,23.0,0.0,1
2025-01-27,S1,1249,55,4416,22,529,53,73.27,98.83,22.0,0.0,0
2025-01-28,S1,1263,55,4453,20,444,57,73.53,98.84,22.9,0.0,0
2025-01-01,S2,1467,71,4833,37,627,64,68.75,92.76,20.7,0.0,0
2025-01-02,S2,1604,42,5317,43,174,64,69.0,92.96,20.4,2.8,0
2025-01-03,S2,1726,76,5755,44,339,65,68.86,93.23,20.9,0.0,0
2025-01-04,S2,1494,68,5257,42,459,64,68.96,92.98,22.9,0.0,0
2025-01-05,S2,1263,43,4425,34,304,59,68.8,93.28,22.6,0.0,0
2025-01-06,S2,1633,68,5618,35,411,64,68.92,93.16,21.6,0.0,0
2025-01-07,S2,1686,41,5525,43,292,65,69.35,93.41,20.9,0.0,0
2025-01-08,S2,1319,59,4366,30,587,60,69.51,93.71,22.3,0.0,0
