date,site_id,units_produced,downtime_minutes,power_kwh,rework_units,defects_ppm,staff_count,material_cost_per_unit,price_per_unit,temperature_c,rainfall_mm,holiday_flag
2025-01-01,S1,1207,63,3991,21,477,54,71.71,96.4,21.7,0.0,0
2025-01-02,S1,1177,31,3640,24,449,52,71.66,95.79,21.8,0.0,0
2025-01-03,S1,1038,53,3550,26,505,51,72.22,95.88,23.5,2.3,0
2025-01-04,S1,1143,76,3719,29,376,51,71.9,96.35,21.6,0.0,0
2025-01-05,S1,1031,281,5611,23,395,51,71.91,96.05,22.3,0.0,0
2025-01-06,S1,1136,311,6217,35,622,54,71.74,96.03,23.2,0.0,0
2025-01-07,S1,0,0,0,0,0,0,0.0,0.0,22.2,0.0,1
2025-01-08,S1,1490,71,5105,35,422,56,72.37,95.98,23.3,3.5,0
2025-01-09,S1,1196,57,3539,34,407,56,71.34,96.03,22.3,0.0,0
2025-01-10,S1,1105,65,3624,26,609,54,72.14,95.96,22.1,0.0,0
2025-01-11,S1,1199,78,4219,19,572,53,72.1,96.04,21.9,0.0,0
2025-01-12,S1,879,48,3059,28,306,51,72.64,96.24,21.7,0.0,0
2025-01-13,S1,1453,38,5065,37,484,54,72.13,96.17,21.9,0.0,0
2025-01-14,S1,1365,34,4525,34,435,56,72.4,96.29,22.9,0.0,0
2025-01-15,S1,1266,67,4155,32,366,50,72.59,96.16,19.9,0.0,0
2025-01-16,S1,1111,49,3716,25,335,53,72.49,96.16,23.7,0.0,0
2025-01-17,S1,1277,44,4294,36,493,56,72.38,96.48,22.1,0.0,0
2025-01-18,S1,1121,43,3651,26,486,55,72.4,96.14,22.3,0.0,0
2025-01-19,S1,0,0,0,0,0,0,0.0,0.0,21.9,0.0,1
2025-01-20,S1,1306,54,4586,19,334,56,72.25,95.93,23.7,0.0,0
2025-01-21,S1,1196,42,3941,31,333,54,72.14,96.01,21.2,0.0,0
2025-01-22,S1,1340,26,4387,34,451,55,72.34,96.42,22.4,0.0,0
2025-01-23,S1,1299,43,4193,32,533,56,72.06,96.27,23.7,0.0,0
2025-01-24,S1,1336,263,6524,27,554,53,72.21,96.52,22.6,0.0,0
2025-01-25,S1,1215,34,3911,23,443,53,72.37,96.26,20.4,0.0,0
2025-01-26,S1,0,0,0,0,0,0,0.0,0.0,20.5,3.9,1
2025-01-27,S1,1268,45,4263,28,428,55,72.05,96.44,23.9,0.0,0
2025-01-28,S1,1307,47,4461,25,438,56,72.19,96.24,20.6,2.4,0
2025-01-29,S1,1178,57,3842,31,394,53,72.32,96.08,22.6,0.0,0
2025-01-30,S1,1237,79,4488,20,377,54,72.66,96.21,22.9,0.0,0
2025-01-31,S1,1235,48,4128,21,428,53,72.19,96.21,20.8,0.0,0
2025-02-01,S1,1062,65,3640,16,454,50,72.57,96.42,23.8,0.0,0
2025-02-02,S1,1145,58,3853,30,311,53,72.31,96.25,21.6,0.0,0
2025-02-03,S1,1372,57,4503,27,575,57,72.44,96.28,22.9,0.0,0
2025-02-04,S1,1303,25,4289,21,309,55,72.46,96.22,21.9,0.0,0
2025-02-05,S1,1159,93,4310,24,401,54,72.27,96.38,22.1,0.0,0
2025-02-06,S1,1262,74,4222,28,563,54,72.41,96.34,20.9,0.0,0
2025-02-07,S1,1243,73,4415,18,483,53,72.57,96.33,20.9,0.8,0
2025-02-08,S1,0,0,0,0,0,0,0.0,0.0,23.6,0.0,1
2025-02-09,S1,1152,68,3989,27,330,55,72.32,96.34,23.5,0.0,0
2025-02-10,S1,1070,68,3807,26,407,50,72.01,96.48,21.3,0.0,0
2025-02-11,S1,1279,81,4324,24,254,53,72.56,96.39,23.3,0.0,0
2025-02-12,S1,1237,82,4232,22,442,52,73.43,96.2,23.9,0.0,0
2025-02-13,S1,1369,49,4305,33,456,57,72.43,96.34,20.4,0.0,0
2025-02-14,S1,1273,77,4331,26,520,53,72.34,96.13,22.9,0.0,0
2025-02-15,S1,1358,33,4708,40,319,56,72.33,96.37,23.9,0.0,0
2025-02-16,S1,1069,85,3689,20,235,51,71.65,96.35,21.9,0.0,0
